Tipo,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109
hembras,1.9132787337926148e-5,4.3155199134426543e-4,0.001837641589386339,0.004772242374270744,0.009733925221864073,0.017197736632054112,0.027621427683437543,0.04144915601004505,0.05911393347291472,0.08103936001087449,0.10764091313091738,0.13932694246007024,0.17649945882942034,0.2195547746858998,0.26888403358637275,0.3248736548273841,0.38790571175509825,0.4583582573046199,0.5366056068917725,0.6230185863682495,0.7179647510137713,0.8218085802624814,0.9349116519063835,1.0576327987936702,1.1903282504813455,1.3333517618658668,1.487054730471729,1.651786303803717,1.8278934779478133,2.0157211884264323,2.2156123941668344,2.427908155320437,2.6529477055701083,2.8910685194783916,3.142606375358818,3.4078954140926125,3.687268194262132,3.981055743928927,4.28958760934688,4.613191900868706,4.952195336276166,5.3069232817400955,5.6776997905951765,6.064847640095868,6.46868836630357,6.889542297240811,7.327728584435507,7.783565232967099,8.257369130116416,8.749456072712109,9.260140793258623,9.7897369849235,10.33855732545536,10.90691350009821,11.495116223562514
machos,1.9132787337926148e-5,4.2335136158050266e-4,0.001786711412731673,0.004612795476307005,0.009367499475457628,0.01649244431703338,0.02641148820384402,0.0395345798796385,0.056260297528427226,0.07697764213139513,0.10206736797392464,0.13190300665522728,0.16685167801230766,0.20727474713935168,0.25352836677389723,0.3059639321068955,0.3649284672477583,0.4307649573764668,0.5038126370536294,0.584407242655148,0.6728812350965785,0.7695639976900421,0.8747820129888232,0.9888590217252513,1.1121161663705996,1.2448721213960627,1.3874432119593179,1.540143522458615,1.7032849961690506,1.877177526991149,2.0621290441909137,2.258445590886021,2.4664313969294906,2.6863889467558,2.9186190426818053,3.163420864093462,3.4210920228971506,3.691928615569852,3.9762252721041778,4.274275202111301,4.586370238316275,4.912800877655465,5.253856320164178,5.609824505823646,5.98099214951989,6.36764477425238,6.770066742717415,7.188541287379726,7.623350539135573,8.074775554661564,8.543096342535264,9.028591888206464,9.531540177891374,10.05221822145623,10.590902074351453
conjunto,1.9646779178938873e-5,4.326654685708636e-4,0.0018219941670086094,0.004697051133598712,0.009528249184696927,0.016760919573827634,0.02682206225553693,0.040124335537258124,0.05706868260949055,0.07804618549312138,0.10343943967153373,0.13362361150460245,0.16896727521486252,0.20983309073764955,0.25657836308954607,0.3095555112540861,0.36911246647809925,0.43559301448922005,0.5093370924591561,0.590681048946138,0.6799578731863738,0.777497398736928,0.8836264854512391,0.9986691829937168,1.1229468785037025,1.2567784305544745,1.4004802911867043,1.5543666175039568,1.7187493740830913,1.8939384272619364,2.0802416322107473,2.2779649135654867,2.4874123402943202,2.7088861953796037,2.9426870408227606,3.1891137784160986,3.4484637066718413,3.721032574252664,4.007114630208614,4.3070026712912926,4.620988086586777,4.9493608996831915,5.292409808566565,5.6504222234190875,6.023684302476785,6.412480986088499,6.817096029104766,7.23781203171335,7.674910468827716,8.128671718125329,8.599375086824363,9.087298837279905,9.592720211473994,10.115915454467856,10.657159836879229
